transaction_id,user_id,merchant_id,transaction_amount,transaction_status,transaction_date,bank_name
T415974,U019,M005,11841.14,Success,2025-07-19 05:43:00.089624,HDFC
T385081,U027,M010,2777.01,Failed,2025-07-05 20:04:08.089935,Kotak
T539642,U095,M025,18982.34,Success,2025-05-11 03:15:22.090262,Axis
T215828,U020,M003,16880.29,Success,2025-06-27 05:00:37.090574,SBI
T553848,U033,M020,36938.91,Success,2025-05-30 22:25:27.090970,Axis
T271575,U046,M009,28784.12,Success,2025-05-13 01:10:38.091304,Axis
T118027,U052,M022,34578.72,Success,2025-07-13 02:45:56.091621,HDFC
T396804,U083,M027,4488.28,Success,2025-05-08 08:31:49.091935,HDFC
T205985,U086,M023,30661.71,Failed,2025-07-10 12:02:16.092249,Axis
T305064,U070,M018,4107.36,Success,2025-05-10 14:11:13.092583,Axis
T586119,U032,M001,42873.01,Success,2025-06-06 23:57:13.092900,Kotak
T344844,U040,M008,16934.42,Success,2025-06-22 07:28:45.093265,Kotak
T927279,U037,M017,43734.13,Success,2025-06-14 03:35:02.093588,Axis
T945457,U023,M024,3332.17,Success,2025-06-15 12:30:07.093903,Kotak
T390694,U076,M026,21046.79,Success,2025-04-28 14:17:19.094218,SBI
T524832,U052,M009,43321.95,Success,2025-04-28 02:50:29.094532,HDFC
T464187,U013,M027,5127.75,Success,2025-04-30 14:09:28.094845,Kotak
T290573,U012,M006,40777.36,Failed,2025-06-01 08:53:11.095161,ICICI
T426109,U026,M022,37512.62,Success,2025-05-04 07:54:52.095474,Axis
T941112,U093,M006,12432.01,Success,2025-04-29 04:31:20.095785,Axis
T224218,U091,M013,2642.79,Failed,2025-06-24 16:39:53.096096,SBI
T880113,U068,M014,309.15,Success,2025-05-19 14:48:46.096407,ICICI
T620797,U019,M004,35705.15,Success,2025-06-27 15:52:23.096739,HDFC
T629778,U050,M002,49373.97,Success,2025-05-16 00:24:22.097054,Axis
T271081,U008,M023,10162.06,Success,2025-06-23 01:55:22.097407,Axis
T568421,U071,M027,29652.11,Success,2025-06-24 00:33:48.097721,HDFC
T151903,U011,M003,40398.63,Success,2025-04-29 11:48:24.098033,HDFC
T113847,U027,M010,45957.28,Success,2025-06-11 10:41:50.098344,Kotak
T952797,U015,M008,5436.2,Success,2025-07-02 07:43:06.098656,HDFC
T620494,U096,M004,29525.73,Success,2025-06-10 15:34:07.098968,ICICI
T898938,U084,M018,20805.55,Success,2025-07-11 03:20:01.099280,SBI
T885608,U014,M029,31554.01,Success,2025-06-03 00:13:42.099603,ICICI
T263145,U098,M012,34218.77,Success,2025-06-25 05:34:11.099927,HDFC
T887748,U007,M024,25415.6,Success,2025-05-05 21:48:14.100243,ICICI
T710097,U083,M010,42285.51,Success,2025-06-27 02:31:37.100572,HDFC
T589327,U068,M011,43380.05,Success,2025-07-24 18:55:57.100890,ICICI
T109883,U081,M004,3944.36,Success,2025-06-07 19:47:42.101235,HDFC
T457277,U029,M011,26552.45,Success,2025-07-03 21:43:24.101555,Kotak
T225178,U003,M016,46138.94,Success,2025-06-19 12:43:31.101869,Axis
T654156,U087,M028,41872.34,Success,2025-06-16 01:56:42.102183,Kotak
T880850,U001,M016,6966.33,Success,2025-06-10 18:42:28.102496,Axis
T727828,U098,M002,35781.44,Success,2025-06-10 18:37:45.102807,HDFC
T217389,U054,M004,21394.92,Success,2025-06-18 23:42:25.103118,HDFC
T823789,U066,M004,38981.94,Success,2025-06-10 23:22:02.103430,SBI
T975340,U020,M005,44698.49,Success,2025-07-01 01:23:47.103741,SBI
T724659,U098,M019,31723.79,Success,2025-06-02 15:28:31.104053,HDFC
T363522,U062,M016,38767.21,Success,2025-06-17 07:58:31.104364,HDFC
T307581,U063,M011,41891.31,Success,2025-04-30 06:10:46.104704,Kotak
T569142,U054,M018,43178.23,Success,2025-07-22 16:36:52.105023,HDFC
T107312,U024,M026,14411.12,Success,2025-04-27 19:00:25.105374,ICICI
T806463,U093,M023,27497.14,Success,2025-07-11 11:57:51.105688,Axis
T468991,U060,M028,48517.0,Success,2025-04-29 09:34:46.106001,ICICI
T115446,U022,M021,12918.97,Failed,2025-07-19 15:06:44.106312,Axis
T407400,U025,M026,38424.82,Success,2025-05-17 01:13:34.106623,HDFC
T514461,U024,M006,48516.87,Success,2025-05-08 03:26:36.106946,ICICI
T509681,U075,M002,39488.17,Success,2025-06-02 16:04:06.107260,Axis
T731730,U086,M025,19183.09,Failed,2025-05-30 13:24:33.107572,Axis
T988055,U059,M009,19980.7,Success,2025-06-11 04:26:34.107882,HDFC
T120890,U050,M026,22179.95,Failed,2025-07-01 14:53:42.108194,Axis
T473825,U009,M014,31025.21,Success,2025-05-07 20:06:33.108523,ICICI
T357853,U074,M028,49128.88,Success,2025-05-31 17:59:24.108841,Axis
T830838,U096,M029,47171.76,Success,2025-05-05 00:38:50.109180,ICICI
T437488,U008,M024,5860.46,Success,2025-06-04 19:36:46.109497,Axis
T412676,U019,M013,3727.71,Success,2025-06-11 23:30:37.109810,HDFC
T110114,U028,M007,18262.54,Success,2025-07-14 07:31:14.110122,Axis
T780292,U067,M025,12975.58,Failed,2025-07-11 05:53:11.110434,Axis
T264144,U037,M028,10672.88,Success,2025-07-07 23:19:52.110746,Axis
T828590,U015,M020,26955.86,Success,2025-05-17 21:50:04.111059,HDFC
T705958,U018,M010,27137.28,Success,2025-05-24 18:35:08.111370,ICICI
T627841,U009,M008,1276.9,Success,2025-05-25 14:36:30.111680,ICICI
T212341,U095,M014,30074.28,Success,2025-07-13 22:28:41.111992,Axis
T178217,U002,M011,42921.77,Success,2025-04-30 21:24:03.112302,HDFC
T254518,U013,M012,45588.44,Success,2025-06-01 22:50:14.112633,Kotak
T599406,U093,M012,38206.17,Failed,2025-07-04 16:41:12.112945,Axis
T676768,U050,M023,14611.0,Success,2025-07-04 13:26:36.113298,Axis
T932766,U032,M008,33420.56,Success,2025-06-25 00:02:12.113625,Kotak
T446024,U030,M010,27542.54,Success,2025-05-05 10:02:14.113943,Kotak
T103292,U042,M001,41027.25,Success,2025-07-20 19:51:42.114258,Kotak
T898023,U036,M030,24983.58,Success,2025-05-21 13:05:17.114571,ICICI
T906048,U020,M016,25327.66,Success,2025-07-13 19:54:14.114881,SBI
T713634,U055,M028,47961.89,Success,2025-05-27 10:01:06.115190,ICICI
T595408,U032,M018,16914.31,Success,2025-07-07 14:56:54.115500,Kotak
T902075,U015,M005,27345.83,Success,2025-05-03 18:09:45.115813,HDFC
T570852,U064,M011,40378.28,Success,2025-05-09 08:26:30.116124,HDFC
T345587,U076,M012,38277.34,Success,2025-06-13 16:04:25.116434,SBI
T631302,U013,M011,18177.8,Success,2025-05-11 08:51:29.116768,Kotak
T494663,U082,M002,38145.12,Failed,2025-07-14 04:33:24.117105,ICICI
T727633,U060,M006,11431.43,Success,2025-06-02 13:30:23.117428,ICICI
T119776,U020,M010,39359.72,Success,2025-06-07 14:09:40.117743,SBI
T895217,U095,M027,49539.69,Success,2025-07-10 06:25:35.118056,Axis
T393793,U055,M025,23182.54,Success,2025-05-10 01:35:30.118367,ICICI
T138460,U046,M003,22132.99,Success,2025-04-28 23:52:58.118679,Axis
T583071,U027,M002,41362.81,Success,2025-06-10 09:04:07.118991,Kotak
T228453,U047,M013,40294.9,Success,2025-07-08 14:48:22.119302,Axis
T784026,U062,M018,49745.91,Failed,2025-07-08 10:00:20.119613,HDFC
T341046,U062,M022,36160.74,Success,2025-05-17 08:44:33.119924,HDFC
T202448,U063,M011,15414.09,Success,2025-05-18 12:08:26.120245,Kotak
T655825,U003,M025,9367.05,Success,2025-06-08 06:51:56.120583,Axis
T410909,U010,M027,15155.53,Success,2025-07-17 13:07:45.120903,ICICI
T440071,U091,M015,33618.78,Success,2025-06-02 13:26:14.121249,SBI
T152230,U021,M019,8720.64,Success,2025-05-21 13:02:59.121569,SBI
T908009,U097,M013,34294.03,Success,2025-06-04 10:53:05.121884,ICICI
T254665,U058,M006,27794.53,Success,2025-07-16 07:22:17.122198,Kotak
T414842,U006,M015,20889.31,Success,2025-05-20 16:20:17.122511,Kotak
T242718,U002,M015,32669.86,Success,2025-06-01 23:16:47.122824,HDFC
T816379,U027,M005,23963.92,Success,2025-05-02 21:44:42.123134,Kotak
T975387,U091,M007,47159.65,Success,2025-05-16 13:28:43.123447,SBI
T861925,U071,M030,20104.25,Success,2025-06-05 21:14:13.123759,HDFC
T825225,U018,M012,30226.73,Success,2025-05-17 11:56:48.124070,ICICI
T654711,U056,M024,25247.09,Success,2025-06-11 11:29:18.124410,HDFC
T736885,U007,M014,44806.45,Success,2025-07-02 17:33:38.124744,ICICI
T131677,U034,M017,45934.27,Success,2025-06-16 03:38:39.125086,Kotak
T512493,U076,M022,11764.42,Success,2025-05-01 22:17:44.125412,SBI
T827629,U043,M025,18588.76,Success,2025-05-19 04:33:33.125728,Axis
T372323,U001,M012,39431.52,Success,2025-07-02 01:45:56.126041,Axis
T650320,U078,M025,7325.03,Success,2025-05-15 18:17:56.126354,HDFC
T705773,U054,M024,4282.02,Failed,2025-07-23 04:34:49.126676,HDFC
T443274,U077,M028,22523.66,Success,2025-05-21 07:57:06.126998,ICICI
T914231,U002,M011,9673.42,Failed,2025-06-29 01:22:31.127314,HDFC
T873709,U042,M014,22566.57,Success,2025-07-06 20:58:19.127626,Kotak
T596699,U065,M020,44103.61,Success,2025-06-13 20:52:33.127936,ICICI
T845201,U044,M012,12809.08,Success,2025-06-07 16:57:47.128246,Axis
T991854,U010,M019,35252.74,Success,2025-04-29 00:35:34.128579,ICICI
T352958,U068,M009,7443.41,Success,2025-05-13 21:49:22.128900,ICICI
T600020,U027,M028,20181.82,Failed,2025-07-16 15:15:56.129255,Kotak
T236564,U059,M024,10391.48,Success,2025-05-02 03:11:36.129575,HDFC
T840469,U023,M006,47190.28,Success,2025-05-10 15:17:24.129889,Kotak
T605566,U014,M004,38102.68,Success,2025-07-16 12:03:27.130203,ICICI
T587366,U048,M021,44361.66,Success,2025-06-06 16:42:40.130514,ICICI
T736220,U016,M016,5419.74,Failed,2025-05-12 07:16:04.130827,Kotak
T159985,U100,M010,7964.97,Success,2025-07-21 01:51:54.131237,Axis
T669581,U048,M004,14518.61,Success,2025-07-16 14:55:51.131567,ICICI
T679324,U052,M019,27717.6,Success,2025-04-29 11:41:10.131894,HDFC
T493003,U023,M004,41793.73,Success,2025-06-21 12:25:52.132268,Kotak
T108245,U027,M019,42838.25,Failed,2025-05-13 17:43:47.132606,Kotak
T296272,U004,M029,9091.12,Success,2025-06-05 11:04:36.132925,SBI
T696261,U071,M001,4873.2,Success,2025-07-21 19:12:27.133346,HDFC
T379069,U024,M022,19936.28,Success,2025-06-13 10:43:34.133693,ICICI
T969086,U010,M002,21172.91,Success,2025-04-28 19:07:18.134013,ICICI
T174923,U058,M015,44188.55,Success,2025-07-09 01:55:54.134341,Kotak
T120265,U028,M026,49889.83,Success,2025-06-04 04:26:35.134660,Axis
T303442,U058,M029,38948.77,Success,2025-07-21 13:49:19.134976,Kotak
T459067,U088,M001,47073.98,Success,2025-05-24 14:47:18.135289,HDFC
T711637,U026,M007,9319.01,Success,2025-07-16 10:13:35.135602,Axis
T581126,U024,M009,45849.34,Success,2025-06-01 22:05:14.135923,ICICI
T705628,U029,M028,5745.31,Success,2025-07-13 19:47:57.136240,Kotak
T561970,U021,M019,14003.99,Success,2025-06-08 09:53:48.136690,SBI
T554275,U031,M030,27804.83,Success,2025-06-17 18:21:42.137044,ICICI
T333090,U073,M002,37097.5,Success,2025-07-08 18:22:45.137408,SBI
T440888,U034,M002,7898.06,Success,2025-05-30 07:18:36.137728,Kotak
T745694,U094,M020,40899.42,Success,2025-06-18 17:55:15.138046,SBI
T440839,U014,M023,30220.79,Failed,2025-07-07 00:16:06.138361,ICICI
T734085,U029,M005,23154.66,Success,2025-05-11 16:24:21.138675,Kotak
T894936,U064,M006,27091.82,Failed,2025-05-04 18:58:15.138989,HDFC
T267840,U074,M004,41130.1,Success,2025-05-17 22:00:52.139301,Axis
T464969,U084,M002,14993.41,Success,2025-07-10 08:03:46.139613,SBI
T690570,U055,M002,6359.39,Success,2025-06-07 03:14:42.139926,ICICI
T853429,U054,M015,19817.13,Success,2025-05-28 11:48:51.140238,HDFC
T964092,U022,M015,43164.33,Success,2025-06-19 00:43:55.140579,Axis
T775829,U039,M012,48863.8,Success,2025-06-22 10:37:52.140900,SBI
T613017,U034,M020,37471.04,Success,2025-06-22 06:36:17.141306,Kotak
T491784,U003,M015,36167.02,Success,2025-06-14 10:31:00.141641,Axis
T672660,U056,M010,40821.62,Success,2025-06-05 23:51:46.141960,HDFC
T884527,U064,M012,37701.51,Success,2025-07-17 12:41:23.142277,HDFC
T122754,U022,M002,27327.45,Success,2025-06-29 22:02:35.142673,Axis
T849593,U014,M019,47995.54,Success,2025-07-17 07:55:27.143081,ICICI
T280100,U077,M002,8378.61,Success,2025-07-10 06:17:57.143409,ICICI
T181531,U048,M025,41281.45,Success,2025-05-25 09:38:03.143728,ICICI
T953381,U031,M020,1725.46,Success,2025-05-21 11:51:23.144043,ICICI
T668552,U074,M030,1826.28,Success,2025-05-18 04:54:58.144356,Axis
T281773,U021,M012,47860.21,Success,2025-05-20 08:24:10.144691,SBI
T316310,U023,M001,47874.48,Success,2025-05-20 02:22:23.145005,Kotak
T474887,U009,M002,7782.82,Success,2025-06-01 16:16:19.145368,ICICI
T783646,U043,M012,42690.0,Success,2025-05-02 02:35:42.145688,Axis
T219036,U080,M029,36496.33,Success,2025-05-29 02:59:59.146003,HDFC
T397459,U043,M026,35923.88,Success,2025-07-22 11:28:08.146318,Axis
T135012,U029,M028,20300.52,Success,2025-06-14 07:19:12.146633,Kotak
T952659,U071,M026,28057.08,Success,2025-07-02 20:01:49.146945,HDFC
T921420,U027,M020,9762.69,Success,2025-07-10 15:53:38.147258,Kotak
T357533,U025,M029,8193.84,Success,2025-07-17 20:24:45.147569,HDFC
T358253,U051,M030,8244.25,Success,2025-06-06 18:38:29.147970,HDFC
T238687,U001,M026,26916.44,Success,2025-05-30 00:22:44.148337,Axis
T691743,U096,M024,26964.45,Success,2025-06-27 23:26:41.148683,ICICI
T341687,U016,M005,41599.5,Success,2025-07-11 21:56:31.149004,Kotak
T382555,U097,M009,4614.25,Success,2025-07-20 18:05:21.149365,ICICI
T707951,U008,M015,39025.78,Success,2025-07-08 07:01:09.149685,Axis
T727514,U051,M011,45392.91,Success,2025-06-24 17:39:41.150002,HDFC
T730344,U079,M005,47573.8,Success,2025-05-07 18:58:04.150316,Kotak
T249571,U032,M016,20134.28,Success,2025-05-03 15:35:06.150629,Kotak
T604493,U059,M010,29441.11,Success,2025-05-23 07:40:49.150942,HDFC
T267827,U009,M030,842.88,Failed,2025-05-14 00:54:34.151254,ICICI
T724214,U100,M028,13483.26,Success,2025-05-05 08:43:09.151566,Axis
T693868,U027,M029,22462.02,Success,2025-06-25 17:54:30.151878,Kotak
T935536,U013,M019,6708.71,Success,2025-06-03 17:52:00.152190,Kotak
T568019,U010,M023,11531.09,Success,2025-06-12 02:28:52.152521,ICICI
T490465,U030,M024,20099.04,Success,2025-06-06 11:10:44.152840,Kotak
T996501,U036,M016,15993.25,Success,2025-06-30 04:16:13.153193,ICICI
T994484,U066,M021,45898.7,Success,2025-05-20 19:08:27.153519,SBI
T501704,U014,M029,45294.74,Failed,2025-07-03 10:11:26.153835,ICICI
T126638,U080,M014,6111.23,Success,2025-07-13 20:31:31.154152,HDFC
T903683,U030,M001,325.02,Success,2025-06-22 22:14:03.154465,Kotak
T266030,U085,M024,43980.04,Success,2025-07-22 22:56:31.154788,SBI
T381626,U041,M028,6957.69,Success,2025-05-02 06:34:04.155112,HDFC
T300332,U022,M023,5384.15,Success,2025-05-30 16:43:16.155428,Axis
T824653,U030,M028,16660.06,Success,2025-04-27 07:22:35.155741,Kotak
T433232,U013,M009,10573.2,Success,2025-07-10 06:52:19.156054,Kotak
T246353,U013,M019,32028.38,Success,2025-05-25 10:08:45.156366,Kotak
T349312,U086,M027,2563.53,Success,2025-07-18 00:01:32.156699,Axis
T563068,U063,M030,29604.86,Success,2025-06-27 06:12:20.157014,Kotak
T246441,U034,M015,30312.69,Failed,2025-05-08 15:48:44.157374,Kotak
T492546,U089,M024,12641.08,Success,2025-05-09 02:09:50.157691,HDFC
T260773,U012,M017,27308.28,Success,2025-07-04 02:26:49.158006,ICICI
T958404,U033,M021,39914.96,Success,2025-05-27 12:59:53.158318,Axis
T834435,U070,M026,5562.12,Success,2025-05-13 20:26:11.158629,Axis
T871703,U001,M010,38605.87,Success,2025-06-12 05:56:28.158941,Axis
T616568,U006,M014,24686.19,Success,2025-06-02 10:49:48.159255,Kotak
T969809,U074,M007,48085.96,Failed,2025-07-20 20:14:30.159565,Axis
T345868,U097,M006,29486.69,Failed,2025-06-19 12:54:28.159878,ICICI
T550885,U046,M004,17962.63,Success,2025-06-25 07:08:10.160200,Axis
T159936,U022,M011,23416.77,Success,2025-06-18 01:17:00.160535,Axis
T797840,U038,M014,13819.36,Success,2025-07-21 02:44:58.160852,SBI
T645013,U043,M021,25222.46,Failed,2025-07-11 11:59:14.161205,Axis
T476729,U095,M017,26567.2,Success,2025-07-15 21:12:16.161530,Axis
T874706,U070,M006,48635.76,Success,2025-05-27 11:22:25.161844,Axis
T833448,U056,M023,39707.36,Success,2025-05-09 10:44:49.162166,HDFC
T524181,U023,M001,37008.84,Success,2025-05-22 04:20:53.162481,Kotak
T517226,U062,M005,32957.26,Success,2025-07-10 23:14:34.162794,HDFC
T276456,U047,M010,46206.49,Success,2025-07-19 01:27:01.163107,Axis
T918035,U082,M028,16012.22,Success,2025-06-01 13:55:29.163418,ICICI
T184046,U075,M013,8521.77,Failed,2025-05-11 18:47:00.163731,Axis
T280998,U024,M028,17583.12,Success,2025-07-08 15:27:58.164042,ICICI
T211452,U069,M006,17698.17,Success,2025-07-12 14:36:46.164351,HDFC
T795927,U082,M013,8483.33,Success,2025-07-21 01:35:25.164683,ICICI
T414442,U058,M006,27668.28,Success,2025-05-14 15:56:26.164999,Kotak
T717592,U098,M009,44052.51,Success,2025-06-28 01:47:50.165360,HDFC
T113329,U012,M028,47293.62,Success,2025-07-12 07:51:57.165678,ICICI
T270420,U032,M030,13749.0,Success,2025-05-24 06:05:33.165994,Kotak
T697406,U074,M006,29741.68,Failed,2025-07-11 20:32:45.166307,Axis
T114097,U078,M023,32790.7,Success,2025-06-03 15:17:37.166620,HDFC
T278510,U089,M015,2083.9,Success,2025-06-05 03:23:19.166935,HDFC
T517859,U001,M009,45936.18,Success,2025-07-21 22:24:13.167249,Axis
T459337,U007,M019,18129.19,Success,2025-05-15 04:45:43.167563,ICICI
T294103,U009,M016,41814.1,Success,2025-06-28 03:53:13.167876,ICICI
T141249,U003,M023,11656.81,Success,2025-05-03 14:41:35.168223,Axis
T152326,U095,M025,4311.67,Success,2025-05-17 15:56:59.168574,Axis
T357541,U048,M025,10119.53,Success,2025-06-25 11:02:27.168903,ICICI
T286265,U018,M006,14964.14,Failed,2025-06-10 08:41:03.169273,ICICI
T198195,U012,M019,11187.42,Success,2025-07-18 01:56:57.169600,ICICI
T106070,U089,M002,21051.61,Success,2025-04-28 09:47:17.169942,HDFC
T654567,U019,M015,24344.09,Success,2025-04-29 23:04:50.170269,HDFC
T435933,U052,M009,20071.64,Success,2025-07-25 00:04:09.170583,HDFC
T818366,U096,M014,41564.58,Success,2025-05-01 16:08:26.170897,ICICI
T597026,U056,M028,6576.98,Success,2025-05-23 15:53:39.171210,HDFC
T328997,U091,M017,35690.09,Success,2025-05-30 17:05:02.171523,SBI
T110824,U002,M019,16345.66,Success,2025-06-10 07:09:58.171861,HDFC
T281890,U026,M009,21240.6,Success,2025-06-08 12:26:25.172192,Axis
T966294,U055,M022,7416.0,Success,2025-05-17 23:41:55.172537,ICICI
T806002,U015,M007,49153.64,Success,2025-07-21 08:53:53.172857,HDFC
T307856,U053,M004,720.3,Failed,2025-07-12 07:02:21.173224,HDFC
T747200,U034,M010,35656.31,Success,2025-06-07 14:29:24.173553,Kotak
T414227,U018,M007,35799.27,Success,2025-06-03 02:52:29.173869,ICICI
T465917,U036,M029,40874.66,Success,2025-05-07 15:14:21.174182,ICICI
T885242,U026,M015,9015.99,Success,2025-06-10 23:06:12.174496,Axis
T790479,U050,M017,18164.41,Failed,2025-06-06 03:25:19.174808,Axis
T888583,U005,M014,42946.79,Success,2025-05-16 13:54:13.175119,HDFC
T928416,U033,M020,14686.64,Success,2025-06-25 21:30:01.175432,Axis
T147188,U036,M029,21485.49,Success,2025-05-03 02:05:15.175755,ICICI
T596376,U042,M028,17075.03,Success,2025-06-15 00:20:18.176070,Kotak
T677219,U057,M001,49900.47,Success,2025-07-16 12:00:13.176381,Axis
T987337,U064,M020,30813.24,Success,2025-05-14 16:07:59.176715,HDFC
T280811,U039,M023,9219.33,Success,2025-07-20 23:55:01.177031,SBI
T276894,U037,M018,11037.71,Success,2025-05-26 05:06:46.177404,Axis
T379559,U099,M009,3980.69,Success,2025-06-13 12:29:04.177723,Kotak
T276389,U029,M009,17332.99,Success,2025-07-11 03:52:15.178037,Kotak
T451525,U026,M017,41213.35,Success,2025-06-20 22:29:03.178350,Axis
T367940,U058,M019,38066.69,Success,2025-04-27 09:21:02.178664,Kotak
T273547,U046,M028,14741.75,Success,2025-06-17 09:21:20.178978,Axis
T487682,U096,M008,18987.17,Success,2025-07-09 05:38:28.179289,ICICI
T243461,U054,M018,28434.22,Success,2025-05-23 14:42:52.179600,HDFC
T821645,U060,M006,9973.21,Success,2025-06-07 11:13:45.179910,ICICI
T869594,U091,M009,3254.64,Success,2025-04-27 12:23:51.180219,SBI
T103368,U077,M011,11434.11,Success,2025-07-20 05:43:24.180550,ICICI
T453596,U081,M029,15716.32,Success,2025-07-07 09:01:34.180866,HDFC
T380931,U023,M003,19601.66,Success,2025-05-23 09:14:45.181223,Kotak
T345844,U042,M025,29539.32,Success,2025-04-27 21:31:17.181545,Kotak
T975801,U005,M019,39072.53,Success,2025-06-11 15:37:04.181859,HDFC
T659552,U010,M009,33630.89,Success,2025-05-01 04:31:54.182181,ICICI
T419527,U063,M028,32412.42,Success,2025-06-05 04:55:01.182506,Kotak
T872841,U013,M010,11184.24,Success,2025-06-14 09:24:22.182821,Kotak
T647933,U034,M009,10692.71,Success,2025-05-01 07:36:13.183134,Kotak
T515424,U094,M013,4209.48,Success,2025-07-08 09:32:50.183446,SBI
T573298,U084,M028,17635.0,Success,2025-06-05 16:44:13.183760,SBI
T368862,U054,M028,23420.96,Success,2025-07-01 07:25:58.184074,HDFC
T506532,U097,M008,20266.19,Success,2025-07-25 02:44:34.184385,ICICI
T948439,U009,M012,32990.17,Success,2025-07-21 00:03:51.184719,ICICI
T827718,U012,M017,18701.07,Success,2025-06-15 14:09:40.185033,ICICI
T882808,U078,M019,1774.55,Success,2025-05-02 03:35:57.185399,HDFC
T256397,U058,M016,46232.69,Failed,2025-05-12 13:13:21.185719,Kotak
T704886,U015,M001,38875.84,Success,2025-05-26 06:04:31.186032,HDFC
T450771,U006,M023,22775.66,Success,2025-07-17 00:30:11.186343,Kotak
T978316,U072,M013,1119.65,Success,2025-05-19 06:35:18.186655,HDFC
T480990,U053,M025,44126.89,Success,2025-04-29 13:44:48.186982,HDFC
T453853,U005,M008,35323.81,Success,2025-06-08 11:18:29.187318,HDFC
T379979,U055,M019,25508.88,Success,2025-05-16 20:32:06.187636,ICICI
T128363,U051,M016,32266.14,Success,2025-06-29 23:49:29.187951,HDFC
T321239,U003,M027,20287.12,Failed,2025-07-03 09:18:48.188263,Axis
T929904,U016,M018,46657.5,Success,2025-05-14 02:44:11.188601,Kotak
T870593,U024,M014,20574.6,Success,2025-07-18 14:38:03.188919,ICICI
T598466,U074,M021,14132.34,Success,2025-05-04 05:37:56.189280,Axis
T744149,U003,M025,25643.85,Success,2025-06-14 16:09:18.189618,Axis
T778473,U065,M014,16521.93,Success,2025-06-14 02:51:51.189937,ICICI
T896841,U043,M022,29929.96,Success,2025-07-15 14:00:09.190252,Axis
T148958,U050,M016,37596.35,Success,2025-06-20 22:34:52.190565,Axis
T534854,U027,M010,34018.89,Success,2025-05-12 18:24:07.191505,Kotak
T830202,U066,M023,30934.08,Success,2025-07-17 15:47:17.191855,SBI
T628183,U097,M016,49371.83,Success,2025-04-28 16:19:08.192176,ICICI
T877929,U041,M026,49713.42,Success,2025-05-27 16:03:59.192510,HDFC
T989360,U003,M028,33570.21,Success,2025-05-25 17:32:02.192833,Axis
T698738,U018,M005,41438.95,Success,2025-07-02 18:27:41.193188,ICICI
T577533,U008,M009,32430.79,Failed,2025-06-19 19:32:08.193516,Axis
T543115,U098,M023,38265.63,Success,2025-06-18 06:19:27.193831,HDFC
T520974,U088,M024,22194.82,Success,2025-06-04 20:55:26.194144,HDFC
T509735,U027,M006,41962.9,Failed,2025-07-09 09:04:11.194458,Kotak
T173115,U052,M025,8226.68,Success,2025-06-30 23:48:42.194771,HDFC
T115550,U061,M007,47180.92,Success,2025-06-21 16:14:00.195083,ICICI
T709594,U023,M025,41865.2,Success,2025-07-16 19:57:15.195395,Kotak
T745618,U011,M022,49760.3,Success,2025-07-14 14:34:59.195704,HDFC
T662569,U021,M016,6087.9,Success,2025-05-11 06:53:12.196014,SBI
T539017,U090,M011,48292.2,Failed,2025-07-10 01:12:46.196334,ICICI
T313986,U099,M026,11745.68,Success,2025-05-05 02:57:51.196672,Kotak
T579766,U095,M030,46110.54,Success,2025-06-17 04:17:33.196996,Axis
T543430,U040,M020,13194.48,Success,2025-06-04 16:28:25.197355,Kotak
T715841,U038,M006,1607.33,Success,2025-07-05 01:12:23.197674,SBI
T829238,U076,M018,34379.47,Success,2025-06-29 21:29:12.197987,SBI
T345804,U012,M022,38577.03,Success,2025-05-28 01:48:41.198320,ICICI
T417180,U088,M021,30115.05,Success,2025-04-28 05:09:03.198648,HDFC
T218441,U037,M012,38776.86,Success,2025-06-24 14:47:20.198963,Axis
T538878,U058,M001,49694.81,Success,2025-06-23 11:34:10.199276,Kotak
T288358,U009,M020,17064.93,Success,2025-06-17 15:16:44.199588,ICICI
T560523,U025,M001,18456.43,Success,2025-06-24 07:14:41.199902,HDFC
T656271,U021,M009,11676.81,Success,2025-07-23 22:25:23.200214,SBI
T637531,U096,M025,13969.01,Success,2025-07-11 16:33:30.200544,ICICI
T357276,U007,M023,7420.23,Success,2025-07-19 23:07:30.200862,ICICI
T827436,U087,M027,37045.01,Failed,2025-06-10 13:52:34.201208,Kotak
T859881,U069,M004,20772.84,Success,2025-06-14 01:58:14.201527,HDFC
T105851,U050,M021,18907.57,Success,2025-06-27 13:37:12.201840,Axis
T384247,U085,M008,33922.26,Success,2025-05-29 17:12:09.202151,SBI
T776541,U068,M019,43198.5,Success,2025-07-08 23:57:05.202464,ICICI
T154321,U014,M013,32559.52,Success,2025-05-20 20:49:34.202776,ICICI
T909918,U075,M030,36163.38,Success,2025-05-10 02:55:15.203087,Axis
T991207,U084,M017,4748.37,Success,2025-04-26 11:39:44.203397,SBI
T309414,U058,M025,2414.43,Success,2025-06-11 13:17:02.203733,Kotak
T157041,U077,M005,20672.09,Success,2025-05-25 07:25:20.204071,ICICI
T144597,U058,M029,2491.41,Success,2025-04-29 08:40:14.204393,Kotak
T638105,U081,M018,1669.13,Success,2025-06-27 12:59:16.204728,HDFC
T168776,U059,M006,20165.35,Success,2025-06-16 16:10:22.205099,HDFC
T273648,U077,M014,27558.36,Success,2025-06-28 13:49:40.205437,ICICI
T907816,U038,M027,15027.45,Success,2025-06-16 11:14:41.205769,SBI
T442096,U097,M001,33059.62,Success,2025-04-28 05:03:52.206086,ICICI
T579873,U019,M017,25431.35,Failed,2025-06-21 14:27:20.206400,HDFC
